Parcel_ID,Barycenter_0,Barycenter_1,Barycenter_2
146,1.4362437165497493e-13,-5.107871214116539e-13,5.0897094551066e-13
147,-6.574888781566794e-13,2.6769839678308934e-13,-5.390478635848866e-14
148,8.374930378825714e-14,7.75506643029595e-14,5.312481109079318e-13
149,-1.268745108973235e-12,-4.357454080101368e-14,-6.251295777322716e-13
150,3.793350818644588e-13,-3.884300288821878e-15,-4.0115420956564586e-13
151,5.002220859751106e-13,5.030116241229093e-14,3.689934754424302e-13
152,-3.9449332689400765e-13,-9.777609409952891e-14,-9.646304788325677e-14
153,8.77283431085137e-13,2.6435634825964255e-13,-2.4418759783166307e-13
154,1.9516240475544084e-13,-4.36523350799689e-13,5.972138010461261e-14
155,2.959647342019404e-13,5.285071949415856e-13,3.643094714789187e-13
156,-2.751221472863108e-13,3.628987887245756e-13,-2.190466132066049e-14
157,-1.0220446711173281e-12,-3.9445301241254597e-13,8.60179195139633e-14
158,-7.526068657170981e-13,-1.023598391232857e-13,-2.5632905244520394e-13
159,-2.1221543041368326e-13,1.1708920467661804e-13,6.285818728713754e-13
160,1.148237060988322e-13,5.226970992785378e-13,-1.9872803739307336e-13
161,4.782426306822648e-13,-3.81826718391191e-13,-5.252198153517811e-13
162,1.3490838076298437e-13,-5.258465008457853e-13,5.062380144712125e-13
163,9.094947017729283e-15,9.186528081449475e-15,2.978456081838178e-13
164,-1.523403625469655e-13,-4.577116299144647e-13,-3.933023219274004e-13
165,-2.743642350348334e-13,3.172757529952193e-13,2.9814740398042003e-13
166,4.0472514228895307e-13,1.5869889381953493e-13,-5.75859734166634e-13
167,1.1618794815149159e-12,-5.334027793101404e-14,-7.812406515114473e-14
168,-2.7777484016648184e-13,-5.972530732087297e-13,3.043121513278013e-13
169,2.2358411418584485e-14,1.1051984724222817e-13,4.969962804356435e-13
170,-3.9335645851679146e-13,4.1171860533667673e-13,-3.758172720393449e-13
171,2.1562603554533174e-13,3.61518402195258e-13,-1.609820012877035e-13
172,2.671640686457977e-13,3.444940853344202e-13,-3.675946373360345e-13
173,2.429108765985196e-13,5.976032837309133e-13,1.4154552662235107e-13
174,-2.5882703387954585e-13,-1.5264234320966359e-13,-1.0637318186784093e-13
175,-2.8573291880699494e-13,2.1341430979329301e-13,6.871141735920706e-13
176,-5.2295945351943376e-14,4.991220605545635e-13,4.620808536901116e-13
177,1.568878360558301e-13,4.4527886140193525e-13,1.5137797756577307e-14
178,4.8506384094556176e-14,-5.107886459477918e-13,-5.764312010971281e-13
179,-5.790449601287644e-13,5.4543675313432854e-14,-6.789974247344528e-13
180,-2.7777484016648184e-13,4.379503766645318e-13,3.9032962674976816e-13
181,3.543239775657033e-13,1.9465712992112254e-13,-4.275112863643122e-13
182,-5.786660040030256e-13,3.127037676417137e-13,4.704202011094877e-13
183,4.922640073345974e-13,2.041928486028316e-13,1.863817684067067e-13
184,5.4190725980636976e-14,-2.9877743077964553e-13,1.3595583252626217e-14
185,5.309175321599469e-13,-3.3627844776862125e-13,-5.007372959887554e-13
186,1.3187673175707459e-13,3.4232268155138095e-13,-1.1156245426379835e-13
187,6.180774410798525e-13,-2.686680507698232e-13,5.041908832379149e-14
188,1.2263020228904983e-12,7.159686984695413e-13,1.6920608805110712e-13
189,-3.6720848584081977e-13,6.570263287679102e-13,-4.436345601682809e-13
190,5.278858831540371e-13,5.428353156245053e-14,4.1448484151058236e-13
191,-2.1486812329385429e-13,-4.944003724934496e-13,-2.9330134497951077e-13
192,-5.976138102899616e-13,-2.7631315225291815e-13,4.862223639585345e-13
193,-2.8800665556142726e-13,-7.600223480866672e-14,-5.390666169122233e-13
194,-2.1600499167107046e-14,3.1529973479126166e-13,2.345778308441175e-13
195,3.3272347839859626e-13,-2.408829492229448e-13,4.711269304176409e-13
196,3.9297750239105273e-13,-1.0553116052982487e-13,-1.6035071099792533e-13
197,-3.2893391714120907e-13,-4.947782354765178e-13,1.0282620501912615e-13
198,1.4210854715202004e-13,9.366385358956085e-14,-4.0175990827415195e-13
199,-8.799361239653081e-13,3.294770875881012e-13,-1.303043466383378e-13
200,-5.34707093417334e-13,-1.3216699602359791e-13,-1.0696804803284305e-13
201,4.812742796881745e-13,-5.540422770772474e-13,-2.5208740444887324e-13
202,3.827456869961073e-14,1.8038732647525004e-13,1.8565102243470184e-13
203,6.055718889304748e-13,7.038583707644312e-14,4.00152121176106e-13
204,-2.1941559680271893e-13,-4.997483908179371e-14,-4.929658767787472e-13
205,1.1558161835030962e-13,4.201165910881873e-13,-6.263720553842681e-13
206,-2.4366878884999705e-13,-7.774783546011077e-13,-2.9218388457962753e-13
207,-2.038783956474314e-13,3.8740684734269355e-13,-5.414349376786374e-13
208,-3.622820562062164e-13,-1.4339031051848918e-13,-3.662977173369437e-14
209,-3.524291969370097e-14,-2.2834535781692103e-14,6.721118016688009e-13
210,1.0345502232667059e-13,3.038918776485156e-13,-1.0531931223260357e-13
211,-5.422862159321084e-13,-4.186440983667617e-13,1.9439053096248885e-13
212,-7.73070496506989e-13,-2.612476161327018e-13,-3.5795830378363125e-13
213,-2.0842586915629604e-14,-1.9181622216516793e-13,-6.757400739183603e-14
214,-3.5508188981718075e-13,6.064454149152283e-13,-1.0715396364094637e-13
215,-5.172751116333529e-13,-5.574823565742311e-13,-5.008892622528195e-14
216,6.987950958621998e-13,-4.208307776328486e-13,-1.972420977105492e-13
217,5.684341886080802e-14,-1.772680964980585e-13,1.9157566508647722e-13
218,3.0941767666566496e-13,3.602871739594031e-13,8.520908548388447e-14
219,3.448500744222353e-14,-1.2514036241745054e-14,4.363109070824527e-13
220,-6.45741238258779e-13,4.4390251822929434e-13,6.07767220969237e-14
221,-4.858217531970392e-13,3.7768145513396265e-13,-8.954685282076115e-13
222,-9.155579997847477e-13,5.4037095118851e-13,3.705858042857479e-13
223,-3.9146167788809787e-13,5.1245203366940576e-14,5.0142131422111925e-14
224,-7.086479551314065e-14,-4.4809456556794e-13,2.714909557531129e-13
225,-9.511798756041875e-14,-2.331137461713333e-13,2.2828103518091626e-13
226,8.715990891990562e-15,-1.941863056436896e-13,3.979332877818753e-13
227,-1.9326762412674726e-14,-5.895491502390842e-13,-1.413650256394947e-13
228,1.224028286136066e-13,-6.475939126512793e-14,-3.7646698234439406e-13
229,-1.96299273132657e-13,-1.5502091984814674e-13,7.359371520021317e-14
230,7.761021455128988e-13,-2.9363144719917767e-13,-2.6630729827456234e-13
231,5.960979857870067e-13,-4.357739394558971e-13,2.7523389075928503e-13
232,-8.640199666842818e-14,3.473132892395369e-13,8.339618558018242e-14
233,-3.774403012357652e-13,-1.707800231198427e-13,6.984108764569369e-14
234,-2.8573291880699494e-13,2.980155555882912e-13,1.5952970161812288e-13
235,1.6711965145077556e-13,-7.515078929524559e-13,-2.3871791043308797e-13
236,2.0842586915629605e-13,2.5778964148533615e-13,5.307607227286066e-13
237,-5.259911025253435e-13,5.345869365969778e-13,-1.6284842633263632e-13
238,4.509577896290769e-14,-1.4620537013297918e-13,-3.0615726755946164e-13
239,-1.1254996934439987e-12,9.93290408352092e-14,-6.427403794380856e-13
240,-2.4935313073607783e-13,-3.327113840541577e-13,3.340581535447419e-13
241,3.149125404888764e-13,1.5618203027164176e-13,5.437763088462785e-13
242,2.285105438204482e-13,-4.58563439072653e-13,-5.575564252715345e-13
243,-6.518045362705986e-14,2.1126804009933649e-13,2.8828871949592596e-13
244,1.4021376652332644e-13,7.348254021727136e-13,-8.777292618213001e-16
245,1.2259230667647595e-12,-4.336394946828173e-14,7.864487960974617e-14
246,-7.51469997339882e-13,-5.612719178316183e-13,-4.0737783516912405e-14
247,1.621932218161722e-13,6.655717350337164e-13,-1.112651523427515e-13
248,3.941143707682689e-14,-4.638345641057089e-14,1.1893181018655052e-14
249,9.132842630303155e-14,3.6880551522786153e-13,-1.3124261184000516e-13
250,-4.1457800155815977e-13,4.120877184461625e-13,3.650239152336201e-13
251,1.6484591469634324e-13,-1.577891371116411e-13,2.119841557192986e-13
252,-2.0994169365925094e-13,-3.7152213535720724e-13,2.4527664555491695e-13
253,5.373597862975051e-13,2.2661225433873848e-13,-5.969411631667754e-13
254,4.0851470354634026e-13,-4.661981418192023e-13,-1.4412875692092292e-13
255,4.49441965126122e-13,3.582853536767093e-13,-2.872567494252824e-13
256,-2.834591820525626e-13,-1.697574833064078e-13,-2.380964112737935e-13
257,3.187021017462636e-13,-4.3300595777517214e-13,-1.5571985933993384e-13
258,7.037215254968033e-13,4.882744414552926e-13,-9.286970308308829e-14
259,-3.876721166307107e-13,4.5323152638350925e-13,-1.409636726594713e-13
260,6.097404063136006e-13,4.4387245842965904e-13,-3.562680744025411e-13
261,-2.2358411418584485e-14,3.6654531262077706e-13,1.7139152050455797e-15
262,3.979039320256561e-13,-5.79010509571879e-13,4.656752488492139e-13
263,7.139533408917487e-13,-5.48204618954675e-13,-4.107949740270785e-13
264,-1.1334577720845119e-12,-6.352223348897891e-13,6.022966252723043e-13
265,6.063298011819522e-14,-7.010343820597468e-13,1.0655990204336499e-12
266,-9.511798756041875e-14,2.538597364274608e-13,-1.0314197161410378e-14
267,-1.8303580873180182e-13,-7.70076743113653e-14,3.1712943382444795e-13
268,1.9364658025248597e-13,3.8480626092981164e-13,-3.317851830312673e-13
269,2.5465851649641993e-13,-3.1601868269373536e-14,1.654951928584423e-13
270,-5.923084245296195e-13,-3.1887894793827504e-13,-2.5758774492780562e-15
271,7.692809352496018e-14,3.3905427485211373e-14,5.4286799364627064e-14
272,-1.4210854715202005e-15,-5.21275204071706e-14,1.595460210537655e-14
273,-2.186576845512415e-13,1.968628489093966e-13,6.111106318840348e-13
274,1.1520266222457092e-13,-3.121256339808396e-13,-1.2213955383151445e-13
275,-6.260355197203656e-13,2.616898002642025e-13,-5.332477091884253e-13
276,1.565088799300914e-13,-9.356867391146834e-13,2.9618845528822e-13
277,-1.9213075574953108e-13,-5.3759137059656754e-14,3.675305985476979e-13
278,8.155135825897256e-13,-4.2500503677545544e-14,1.3319688031659902e-13
279,4.1344113318094363e-13,-1.61229590525008e-13,-6.559467372561038e-13
280,-7.302484542985136e-13,-2.7930090672688913e-14,2.5755547627691643e-13
281,2.967226464534178e-13,3.3797523829208846e-13,3.614118606582235e-15
282,9.254108590539545e-13,-1.8744117369351445e-14,-1.8592913875181702e-13
283,-3.130177598601828e-13,9.499008986798195e-14,1.6567627444244715e-13
284,-2.2320515806010614e-13,-4.4485106956118315e-13,9.239221028456953e-14
285,-7.048583938740194e-14,-4.6292297841397534e-14,1.2677730041289484e-13
286,-3.531871091884871e-13,6.89499525013197e-13,1.0791890257250465e-13
287,1.3403678167378529e-12,6.251972228361556e-13,1.699458101631509e-13
288,-3.118808914829666e-13,6.42502885911557e-13,1.113650244437691e-13
289,3.2135479462643464e-13,6.42502885911557e-13,1.7820274509919197e-13
290,-5.138645065017044e-13,6.42502885911557e-13,-2.5670158430475035e-13
291,9.739172431485107e-14,6.770213596090407e-13,5.733625516923045e-13
292,1.8038311585163077e-13,6.31053817506663e-13,-8.69425077740871e-14
293,-6.3361464223514e-13,6.540553059871072e-13,-2.558481509164604e-13
294,3.903248095108817e-13,5.510653661783887e-13,-5.842281824012041e-13
295,-3.9941975652861097e-13,-2.21598384086974e-13,3.229021988065344e-14
296,-1.284661266254261e-13,1.2830960126914272e-14,3.0360483816223594e-13
297,9.106315701501444e-13,2.81564401423869e-13,-5.778436692101725e-13
298,-9.398111918320258e-14,1.0541296230965393e-13,3.8681829573012643e-13
299,6.101193624393393e-14,-2.7398527890909465e-13,2.29761099035386e-13
300,1.356662930144618e-13,7.885542551317235e-13,6.340949034637989e-15
301,-3.8539837987627835e-13,7.38561300375889e-15,5.062778048644153e-13
302,6.218670023372397e-13,-1.6850172673288146e-13,-5.85218155417048e-13
303,3.1832314562052486e-13,2.1389441658188675e-13,-1.350707905311581e-13
304,4.797584551852196e-13,3.455780690848385e-13,4.1665402207307603e-13
305,-1.1785535510474195e-13,-6.467636303063449e-13,5.0902881284086945e-14
306,8.435563358943909e-13,5.521153904434564e-13,1.3729531220432564e-13
307,-1.0144655486025538e-12,2.9733514530780944e-13,-1.6606890946577277e-13
308,3.482606795538838e-13,1.9139595057889133e-13,8.817780269950615e-14
309,1.2884508275116483e-14,-2.4550492150685013e-13,-5.729075185271262e-13
310,-1.0815407828583072e-12,-4.3432161570914703e-13,-5.46858050906199e-13
311,-4.4413657936577996e-13,-1.4016865269883373e-14,3.412973607434346e-14
312,1.656038269478207e-13,-1.6065429023237962e-13,3.651493051281659e-14
313,-1.3130829756846652e-13,5.561982783174013e-13,-1.54970088389213e-14
314,7.579122514774402e-15,-1.4732370526337673e-13,7.033312572479079e-15
315,-3.857773360020171e-13,7.309546907146629e-14,-1.1015271208062866e-13
316,7.988395130572219e-13,-2.725258946801858e-14,3.4238864713382867e-13
317,-4.244308608273665e-13,-3.9294665712500426e-13,-5.4145251245548354e-14
318,-4.0851470354634026e-13,4.0386637881046444e-13,7.057928062388546e-14
319,-2.5958494613102325e-13,-1.3863027128363252e-13,-3.5175046954762686e-14
320,2.9710160257915655e-13,3.174201642271632e-13,-2.7799542656803134e-15
321,-2.034994395216927e-13,-7.870027070120889e-14,-1.2081692318328908e-13
322,1.1596057447604835e-13,-2.90372928114005e-13,-4.6360606551412255e-15
323,-2.224472458086287e-13,-5.380764020481006e-13,3.244328052860253e-13
324,2.5920599000528453e-13,3.8281962965478806e-13,-4.672933534088141e-13
325,2.9482786582472423e-13,1.5451693106402888e-13,-5.921656294677469e-13
326,2.823223136753465e-13,3.221575832612232e-13,3.6655196097386e-13
327,-2.1335229879089942e-13,-4.754530925344657e-13,-3.023199308511532e-13
328,1.9516240475544084e-13,-3.57516395837078e-13,2.855013345079324e-13
329,3.319655661471188e-13,-7.759828445103515e-14,4.1524337801149154e-14
330,-7.029636132453258e-13,-3.882056469656323e-13,3.4101048244038263e-13
331,-4.2064129956997933e-13,-5.0278003982384705e-14,-3.1312131182477423e-13
332,-5.729816621169448e-13,2.9316993277461737e-13,-4.511813737432627e-13
333,1.8341476485754052e-13,-2.673707719871097e-14,2.1390197277526294e-13
334,-1.3517365005100147e-12,7.913672756035531e-13,4.773135033137366e-13
335,-1.3604524914020053e-13,-2.575084742091673e-13,-2.607254236141989e-13
336,2.6375346351414917e-13,4.682154515952183e-13,1.218207207503584e-13
337,-3.334813906500737e-14,-4.083506432723924e-13,-5.370037341134319e-13
338,-1.1702165162811676e-12,-3.321577510394578e-13,-1.8606745773771152e-13
339,-3.221127068779121e-13,-1.1285738783415727e-13,6.237405330897233e-13
340,-1.9288866800100854e-13,-4.577636368061952e-13,-2.7500607063518355e-13
341,5.55170724207225e-13,2.059132252791154e-13,3.0819960340436194e-13
342,2.429108765985196e-13,-1.1236049128153046e-14,4.109520804459779e-14
343,4.320099833421409e-13,3.350856382490342e-13,-2.1619966091374442e-13
344,1.6674069532503684e-14,-1.0097568171678427e-13,-2.6510859143213886e-13
345,1.750777300912887e-13,9.31239565178412e-14,-1.4308789762154966e-13
346,6.37783159618266e-13,-4.186845079388921e-13,2.558192830076917e-13
347,-9.617906471248717e-13,2.440140599867812e-13,-5.166184273880663e-13
348,-8.321876521222294e-13,2.3609990839267503e-13,-6.127720553195105e-13
349,-4.786215868080035e-13,-1.6299324030384283e-13,-2.163389869005351e-13
350,1.0269711007519315e-13,6.143156083194707e-13,4.861059702913432e-13
351,-5.786660040030256e-13,4.493964903910335e-13,5.838529659740742e-13
352,2.9520682195046296e-13,-1.6642633399345813e-13,1.6751318281211963e-13
353,-2.6147972675971685e-13,7.072663442563176e-14,-1.0269198904646698e-13
354,6.176984849541138e-13,-4.422365354575622e-13,-1.6218223758064366e-14
355,1.9061493124657622e-13,-4.816153402013393e-13,-5.615759538957169e-13
356,5.589602854646122e-13,-4.3788937617529305e-13,2.4365629579090673e-14
357,4.073778351691241e-13,-3.336791068895896e-13,5.1761346531704805e-14
358,1.6636173919929813e-13,4.241492753728246e-13,6.504827012129622e-13
359,5.051485156097139e-13,-5.171009140594245e-13,4.0463538952233045e-15
